Tanggal,Beras Premium,Beras Medium,Kedelai Biji Kering (Impor),Bawang Merah,Bawang Putih Bonggol,Cabai Merah Keriting,Cabai Rawit Merah,Daging Sapi Murni,Daging Ayam Ras,Telur Ayam Ras,Gula Pasir/Konsumsi,Minyak Goreng Kms. Sederhana,Tepung Terigu (Curah),Minyak Goreng Curah,Cabai Merah Besar,Jagung Pipilan Kering,Kentang,Tomat
20/08/2024,15000,12666,9700,18660,37330,33000,50000,105000,32250,24666,16000,16750,8000,16200,34670,6000,22000,5000
21/08/2024,15000,12666,9600,18660,37330,34000,51330,105000,32250,24666,16000,16750,8000,16200,36000,6000,21000,5000
22/08/2024,15000,12666,9600,18660,37330,32000,45000,105000,32750,25000,16000,16750,8000,16200,34667,6000,22000,5000
23/08/2024,15000,12666,9600,18660,37330,32000,43666,105000,32250,25000,16000,16750,8000,16200,34670,6500,22000,5000
24/08/2024,15000,12666,9600,18660,37330,31330,42666,105000,32750,25000,16000,16750,8000,16200,34000,6500,22000,5000
25/08/2024,15000,12666,9600,18660,37330,31330,42666,105000,32750,25000,16000,16750,8000,16200,34000,6500,22000,5000
26/08/2024,15000,12500,9600,18660,37330,30000,36000,105000,32750,24883,16000,16750,8000,16200,32000,6500,22000,5000
27/08/2024,15000,12500,9600,18660,37330,30000,33000,105000,32750,24883,16000,16750,8000,16425,30667,6500,21000,5000
28/08/2024,15000,12500,9600,18660,37330,30000,33000,105000,32750,24883,16000,16750,8000,16425,30667,6500,21000,5000
29/08/2024,15000,12500,9600,19333,37330,28000,32000,105000,32750,24500,16000,16750,8000,16650,28000,6500,21000,5000
30/08/2024,15000,12500,9600,19333,37330,28000,33000,105000,32750,24500,16000,16750,8000,16650,28333,6500,21000,5000
31/08/2024,15000,12500,9600,20000,37330,26000,31330,105000,32000,24500,16000,16250,8000,16650,26670,6500,20500,5000
01/09/2024,15000,12500,9600,20670,37330,23330,31330,105000,32000,24500,16000,16250,8000,16650,28670,6500,21000,5000
02/09/2024,15000,12500,9600,20670,37330,22667,31330,105000,32000,24500,16000,16250,8000,16650,28000,6500,21000,5000
03/09/2024,15000,12500,9600,22333,37000,21333,29333,105000,32000,24333,16000,16250,8000,16650,22000,6500,21000,5000
04/09/2024,15000,12500,9300,21333,37333,22000,32000,105000,32000,24333,16250,16250,8000,16650,24000,6500,21000,5000
05/09/2024,15000,12500,9300,22000,37333,21667,32333,105000,32000,24333,16500,16250,8000,16650,24333,6500,21000,4500
06/09/2024,15000,12500,9300,22000,37333,22000,32667,105000,32000,24333,16500,16250,8000,16650,24333,6500,21000,4000
07/09/2024,15000,12500,9300,23330,37330,20670,33000,105000,32000,25330,16500,16250,8000,16650,22330,6500,21000,4000
08/09/2024,15000,12500,9300,23670,37670,19670,31330,105000,32000,25000,16500,16250,8000,16650,21000,6500,21000,4000
09/09/2024,15000,12500,9300,23670,37670,19670,31330,105000,32000,25000,16500,16250,8000,16650,21000,6500,21000,4000
10/09/2024,15000,12500,9300,22000,37670,18000,32000,105000,31500,25333,16000,16250,8000,16650,21333,6500,20500,4000
11/09/2024,15000,12500,9300,22000,37670,20000,32000,105000,31500,25333,16000,16250,8000,16650,21333,6500,20500,4000
12/09/2024,15000,12500,9200,22000,37670,19333,32000,105000,32000,25333,16000,16250,8000,16650,21333,6500,20000,4500
13/09/2024,15000,12500,9200,22000,37000,18667,32000,105000,32500,25333,16000,16250,8000,16650,20000,6500,19000,4500
14/09/2024,15000,12500,9200,23330,36670,18670,32000,105000,32500,25500,16000,16250,8000,16650,20670,6500,19000,4500
15/09/2024,15000,12500,9200,23330,37330,18670,32670,105000,32500,25500,16000,16250,8000,16650,20000,6500,19000,4000
16/09/2024,15000,12500,9200,22000,37330,19330,33330,105000,32500,25500,16000,16250,8000,16650,20000,6500,19000,5500
17/09/2024,15000,12500,9200,22667,37000,19330,33330,105000,32500,25333,16000,16250,8000,16650,20667,6500,19000,5500
18/09/2024,15000,12500,9200,22667,37667,20667,33330,105000,32500,25333,16000,16250,8000,16650,22000,6500,19000,4500
19/09/2024,15000,12500,9200,22667,37667,20667,34330,105000,32500,25333,16000,16250,8000,16650,22000,6500,19000,4500
20/09/2024,15000,12500,9200,22000,37333,19333,34000,105000,32500,25333,16500,16250,8000,16650,21333,6500,19000,4500
21/09/2024,15000,12500,9200,23330,37670,20670,35000,105000,31000,25500,16500,16250,8000,16650,22670,6500,19000,5000
22/09/2024,15000,12500,9200,23330,37670,19330,35670,105000,31500,25830,16500,16250,8000,16650,21330,6500,19000,5000
23/09/2024,15000,12500,9200,23330,37670,19330,35670,105000,31500,25830,16500,16250,8000,16650,21330,6500,19000,5000
24/09/2024,15000,12500,9000,23330,37670,19330,34670,105000,31500,25667,16750,16250,8000,16650,20000,6500,19000,5500
25/09/2024,15000,12500,9000,23330,37670,19330,34670,105000,31000,25667,16750,16250,8000,16650,20000,6500,19000,5500
26/09/2024,15000,12500,9000,24000,37333,20000,34000,105000,31000,25667,16750,16250,8000,16650,20667,6500,19000,5000
27/09/2024,15000,12500,9000,23333,37333,20000,34000,105000,31000,25667,16750,16250,8000,16650,20667,6500,19000,5000
28/09/2024,15000,12500,9000,25330,37330,19330,32670,105000,30000,25670,16750,16250,8000,16650,20000,6500,19000,5500
29/09/2024,15000,12500,9000,25330,37330,19330,32670,105000,30000,25670,16750,16250,8000,16650,20000,6500,19000,5500
30/09/2024,15000,12500,9000,24667,37330,19330,32670,105000,30000,25670,16750,16250,8000,16650,20000,6500,19000,5500
01/10/2024,15000,12500,9000,24667,37330,18667,32000,105000,30000,25670,16750,16250,8000,16650,20000,6500,19000,5500
02/10/2024,15000,12500,9000,24000,36667,18667,32667,105000,30000,25500,16500,16250,8000,16650,20000,6500,19000,6500
03/10/2024,15000,12500,9000,25667,36667,18667,39667,105000,30000,25500,16500,16250,8000,16650,20000,6500,18000,6000
04/10/2024,15000,12500,9000,25667,36667,18000,35333,105000,30000,25500,16500,16250,8000,16650,20000,6500,17000,6000
05/10/2024,15000,12500,9000,25000,36667,17330,35333,105000,30000,26000,16500,16250,8000,16650,19000,6500,17000,6000
06/10/2024,15000,12500,9000,25000,36667,17330,35000,105000,30000,26000,16500,16250,8000,16650,19000,6500,17000,6000
07/10/2024,15000,12500,9000,25667,36667,18000,36000,105000,30000,25500,16500,16750,8000,16650,18000,6500,17000,6500
08/10/2024,15000,12500,8900,25667,36667,18000,36000,105000,31000,25500,16500,16750,8000,16650,18000,6500,17000,6500
09/10/2024,15000,12500,8900,25000,36667,18333,41000,105000,31500,25500,16500,16750,8000,16650,18667,6500,16500,6500
10/10/2024,15000,12500,8900,24667,36667,18333,41333,105000,31500,25500,16500,16750,8000,16650,18667,6500,16500,6500
11/10/2024,15000,12500,8900,26000,36667,16333,40667,105000,32000,25500,16500,17000,8000,16875,16667,6500,16500,7500
12/10/2024,15000,12500,8900,25330,36670,16330,40000,105000,32000,25500,16500,17000,8000,16875,16670,6500,15500,7500
13/10/2024,15000,12500,8900,25000,36670,17000,44000,105000,32000,25500,16500,17000,8000,16875,17000,6500,15500,8500
14/10/2024,15000,12500,8900,25000,36670,17667,42667,105000,32000,25500,16500,17000,8000,17100,17667,6500,16500,6500
15/10/2024,15000,12500,8900,26333,36670,18667,44667,105000,32000,25500,16500,17000,8000,17100,18667,6500,16500,8500
16/10/2024,15000,12500,8900,26333,36670,18667,44667,105000,33000,25500,16500,17000,8000,17100,18667,6500,16500,8500
17/10/2024,15000,12500,8900,25667,37333,18000,39667,105000,34000,25500,16500,17250,8000,17100,18667,6500,15500,9000
18/10/2024,15000,12500,8900,25667,37333,18000,38667,105000,35000,25500,16500,17250,8000,17100,18667,6500,15500,9000
19/10/2024,15000,12500,8900,25000,37330,17670,36000,105000,35500,25500,16500,17250,8000,17100,18330,6500,15500,9500
20/10/2024,15000,12500,8900,25000,37330,18000,37000,105000,35500,25500,16500,17250,8000,17100,18670,6500,15500,9500
21/10/2024,15000,12500,8900,25000,37330,17333,36000,105000,35500,25167,16500,17250,8000,16875,18000,6500,15500,9500
22/10/2024,15000,12500,8800,25000,37330,17333,36667,105000,35500,25167,16500,17250,8000,16875,18000,6500,15500,9500
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
